OTU	Domain	Phylum	Class	Order	Family	Genus	Species
OTU_1555	Fungi	Ascomycota	?	?	?	?	?
OTU_1557	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia sebi
OTU_1559	Fungi	Chytridiomycota	?	?	?	?	?
OTU_1560	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	?	?
OTU_1562	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	unidentified	?
OTU_1563	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Cryptococcus	Cryptococcus heveanensis
OTU_1564	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	?	?
OTU_1565	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Clavulinaceae	Clavulina	Clavulina sp
OTU_1567	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Sporothrix	Sporothrix lignivora
OTU_1568	Fungi	Ascomycota	unidentified	unidentified	unidentified	?	?
OTU_1570	Fungi	?	?	?	?	?	?
OTU_1571	Fungi	Basidiomycota	unidentified	unidentified	unidentified	?	?
OTU_1572	Fungi	Chytridiomycota	unidentified	unidentified	unidentified	unidentified	?
OTU_1573	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_1577	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	?	?
OTU_1578	Fungi	Ascomycota	Sordariomycetes	unidentified	?	?	?
OTU_1579	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae	?	?
OTU_1581	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_1583	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_1584	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Penicillium	?
OTU_1585	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	unidentified	?
OTU_1586	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	?
OTU_1588	Fungi	Glomeromycota	?	?	?	?	?
OTU_1589	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	?	?
OTU_1590	Fungi	Ascomycota	?	?	?	?	?
OTU_1592	Fungi	Basidiomycota	Agaricomycetes	Agaricales	unidentified	unidentified	Agaricales sp
OTU_1593	Fungi	Glomeromycota	Glomeromycetes	?	?	?	?
OTU_1594	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Perenniporia	Perenniporia aridula
OTU_1595	Fungi	Ascomycota	?	?	?	?	?
OTU_1596	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_1598	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_1600	Fungi	Ascomycota	?	?	?	?	?
OTU_1601	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_1602	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	Ascomycota sp
OTU_1604	Fungi	Basidiomycota	?	?	?	?	?
OTU_1605	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	Ascomycota sp
OTU_1606	Fungi	Basidiomycota	?	?	?	?	?
OTU_1607	Fungi	Ascomycota	Sordariomycetes	Xylariales	Incertae sedis	Monographella	Monographella cucumerina
OTU_1609	Fungi	Ascomycota	Sordariomycetes	unidentified	unidentified	unidentified	Sordariomycetes sp
OTU_1611	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Sepedonium	Sepedonium laevigatum
OTU_1612	Fungi	Glomeromycota	Glomeromycetes	Glomerales	?	?	?
OTU_1613	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Calvatia	?
OTU_1614	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe sp
OTU_1615	Fungi	Ascomycota	?	?	?	?	?
OTU_1616	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	?	?	?
OTU_1618	Fungi	Ascomycota	?	?	?	?	?
OTU_1619	Fungi	Ascomycota	Sordariomycetes	Sordariales	?	?	?
OTU_1620	Fungi	Ascomycota	Sordariomycetes	Xylariales	unidentified	unidentified	?
OTU_1621	Fungi	Glomeromycota	?	?	?	?	?
OTU_1623	Fungi	Ascomycota	Incertae sedis	Incertae sedis	Incertae sedis	Staphylotrichum	?
OTU_1624	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium sp CCG_2012
OTU_1625	Fungi	Ascomycota	Incertae sedis	Incertae sedis	Incertae sedis	Retroconis	Retroconis sp SR
OTU_1626	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Incertae sedis	unidentified	Sporidiobolales sp
OTU_1627	Fungi	Zygomycota	?	?	?	?	?
OTU_1629	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Incertae sedis	unidentified	Hypocreales sp
OTU_1630	Fungi	Ascomycota	?	?	?	?	?
OTU_1631	Fungi	Ascomycota	?	?	?	?	?
OTU_1634	Fungi	Ascomycota	?	?	?	?	?
OTU_1635	Fungi	Glomeromycota	Glomeromycetes	Glomerales	?	?	?
OTU_1636	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	?	?
OTU_1637	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unidentified	Glomeraceae sp
OTU_1638	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora	Podospora sp
OTU_1639	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	?	?	?
OTU_1640	Fungi	Ascomycota	?	?	?	?	?
OTU_1642	Fungi	Basidiomycota	?	?	?	?	?
OTU_1643	Fungi	Basidiomycota	?	?	?	?	?
OTU_1644	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_1645	Fungi	Chytridiomycota	Chytridiomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	Spizellomyces acuminatus
OTU_1646	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	unidentified	Trichocomaceae sp
OTU_1647	Fungi	Basidiomycota	?	?	?	?	?
OTU_1648	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	unidentified	?	?
OTU_1649	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	Pleosporales sp
OTU_1650	Fungi	Zygomycota	Incertae sedis	?	?	?	?
OTU_1652	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	?	?
OTU_1653	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	?	?
OTU_1655	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	?	?	?
OTU_1656	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora	Podospora sp
OTU_1657	Fungi	Chytridiomycota	?	?	?	?	?
OTU_1658	Fungi	?	?	?	?	?	?
OTU_1659	Fungi	Glomeromycota	Glomeromycetes	Glomerales	?	?	?
OTU_1661	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Penicillium	Penicillium corylophilum
OTU_1662	Fungi	Ascomycota	Dothideomycetes	Pleosporales	?	?	?
OTU_1663	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Tubeufiaceae	unidentified	?
OTU_1664	Fungi	Basidiomycota	Agaricomycetes	Agaricales	?	?	?
OTU_1665	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_1666	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	?	?	?
OTU_1667	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Incertae sedis	Phoma	Phoma sp
OTU_1668	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Clavulinaceae	Clavulina	Clavulina sp
OTU_1669	Fungi	Ascomycota	?	?	?	?	?
OTU_1670	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	unidentified	?
OTU_1671	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	?
OTU_1674	Fungi	Zygomycota	Incertae sedis	Mucorales	Mucoraceae	Mucor	Mucor ardhlaengiktus
OTU_1675	Fungi	Ascomycota	Sordariomycetes	Incertae sedis	Glomerellaceae	Colletotrichum	Colletotrichum chlorophyti
OTU_1676	Fungi	Ascomycota	Eurotiomycetes	?	?	?	?
OTU_1678	Fungi	Basidiomycota	?	?	?	?	?
OTU_1679	Fungi	Ascomycota	?	?	?	?	?
OTU_1680	Fungi	?	?	?	?	?	?
OTU_1681	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_1683	Fungi	Zygomycota	Incertae sedis	Mucorales	Saksenaeaceae	Apophysomyces	Apophysomyces variabilis
OTU_1684	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe sp
OTU_1685	Fungi	Glomeromycota	Glomeromycetes	unidentified	unidentified	?	?
OTU_1686	Fungi	Ascomycota	Eurotiomycetes	unidentified	unidentified	unidentified	?
OTU_1687	Fungi	Ascomycota	?	?	?	?	?
OTU_1690	Fungi	Basidiomycota	?	?	?	?	?
OTU_1691	Fungi	Ascomycota	?	?	?	?	?
OTU_1693	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Zopfiella	?
OTU_1695	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_1696	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	unidentified	?
OTU_1697	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	?
OTU_1698	Fungi	Ascomycota	?	?	?	?	?
OTU_1699	Fungi	Basidiomycota	Agaricomycetes	Boletales	?	?	?
OTU_1701	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_1702	Fungi	?	?	?	?	?	?
OTU_1704	Fungi	Ascomycota	Pezizomycetes	?	?	?	?
OTU_1706	Fungi	Ascomycota	?	?	?	?	?
OTU_1707	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unidentified	?
OTU_1709	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	unidentified	Gymnoascaceae sp
OTU_1710	Fungi	Ascomycota	?	?	?	?	?
OTU_1711	Fungi	Ascomycota	?	?	?	?	?
OTU_1713	Fungi	Basidiomycota	?	?	?	?	?
OTU_1717	Fungi	Ascomycota	?	?	?	?	?
OTU_1718	Fungi	Ascomycota	?	?	?	?	?
OTU_1719	Fungi	Ascomycota	?	?	?	?	?
OTU_1720	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unidentified	unidentified	Hypocreales sp
OTU_1721	Fungi	Ascomycota	Sordariomycetes	unidentified	unidentified	unidentified	Sordariomycetes sp
OTU_1723	Fungi	Basidiomycota	?	?	?	?	?
OTU_1725	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Incertae sedis	?	?
OTU_1726	Fungi	Ascomycota	Dothideomycetes	unidentified	?	?	?
OTU_1727	Fungi	Ascomycota	?	?	?	?	?
OTU_1728	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys	Clonostachys rosea f. catenulata
OTU_1729	Fungi	Ascomycota	?	?	?	?	?
OTU_1730	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	?	?	?
OTU_1731	Fungi	Glomeromycota	?	?	?	?	?
OTU_1732	Fungi	Basidiomycota	Incertae sedis	Malasseziales	Incertae sedis	Malassezia	Malassezia sp
OTU_1733	Fungi	Basidiomycota	?	?	?	?	?
OTU_1734	Fungi	Ascomycota	?	?	?	?	?
OTU_1735	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_1736	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	?	?
OTU_1738	Fungi	Ascomycota	?	?	?	?	?
OTU_1740	Fungi	Ascomycota	?	?	?	?	?
OTU_1743	Fungi	?	?	?	?	?	?
OTU_1744	Fungi	Ascomycota	?	?	?	?	?
OTU_1745	Fungi	Ascomycota	?	?	?	?	?
OTU_1746	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces bacillisporus
OTU_1747	Fungi	?	?	?	?	?	?
OTU_1749	Fungi	?	?	?	?	?	?
OTU_1750	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cryptotrichosporon	Cryptotrichosporon anacardii
OTU_1751	Fungi	Ascomycota	?	?	?	?	?
OTU_1752	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_1753	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	unidentified	Nectriaceae sp
OTU_1754	Fungi	?	?	?	?	?	?
OTU_1755	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	?	?
OTU_1757	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Phialophora	Phialophora verrucosa
OTU_1758	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	unidentified	Xylariaceae sp
OTU_1759	Fungi	Basidiomycota	unidentified	unidentified	unidentified	?	?
OTU_1760	Fungi	?	?	?	?	?	?
OTU_1761	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Cystofilobasidiaceae	Udeniomyces	Udeniomyces pannonicus
OTU_1762	Fungi	Ascomycota	?	?	?	?	?
OTU_1763	Fungi	Ascomycota	Sordariomycetes	unidentified	unidentified	unidentified	Sordariomycetes sp
OTU_1764	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	unidentified	Russulaceae sp
OTU_1765	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unidentified	Glomeraceae sp
OTU_1766	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	Ascomycota sp
OTU_1768	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unidentified	unidentified	Hypocreales sp
OTU_1769	Fungi	Basidiomycota	Agaricomycetes	Corticiales	unidentified	?	?
OTU_1771	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	unidentified	Nectriaceae sp
OTU_1773	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	?	?	?
OTU_1775	Fungi	Ascomycota	Incertae sedis	Incertae sedis	Incertae sedis	Spegazzinia	Spegazzinia sp
OTU_1776	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Incertae sedis	Letendraea	?
OTU_1777	Fungi	Chytridiomycota	Chytridiomycetes	Spizellomycetales	Spizellomycetaceae	?	?
OTU_1778	Fungi	Ascomycota	?	?	?	?	?
OTU_1779	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Incertae sedis	?	?
OTU_1780	Fungi	unidentified	?	?	?	?	?
OTU_1781	Fungi	Zygomycota	?	?	?	?	?
OTU_1782	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Hypoxylon	Hypoxylon sp
OTU_1784	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_1786	Fungi	Basidiomycota	Microbotryomycetes	?	?	?	?
OTU_1787	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	unidentified	Pleosporaceae sp
OTU_1788	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	?	?
OTU_1789	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	?	?
OTU_1791	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_1792	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	Pleosporales sp
OTU_1796	Fungi	Incertae sedis	?	?	?	?	?
OTU_1797	Fungi	Zygomycota	Incertae sedis	Mucorales	Choanephoraceae	?	?
OTU_1798	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unidentified	unidentified	?
OTU_1799	Fungi	Basidiomycota	Agaricomycetes	Agaricales	?	?	?
OTU_1800	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Bionectria	Bionectria setosa
OTU_1801	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	?	?	?
OTU_1802	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Aspergillus	Aspergillus terreus
OTU_1803	Fungi	Ascomycota	?	?	?	?	?
OTU_1804	Fungi	Basidiomycota	Agaricomycetes	Agaricales	?	?	?
OTU_1805	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_1810	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	Fungi sp
OTU_1811	Fungi	Ascomycota	Dothideomycetes	Pleosporales	?	?	?
OTU_1812	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unidentified	Glomeraceae sp
OTU_1815	Fungi	Ascomycota	Pezizomycetes	?	?	?	?
OTU_1817	Fungi	Basidiomycota	?	?	?	?	?
OTU_1819	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	unidentified	Boletaceae sp
OTU_1820	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Incertae sedis	?	?
OTU_1821	Fungi	?	?	?	?	?	?
OTU_1822	Fungi	Basidiomycota	Agaricomycetes	Agaricales	?	?	?
OTU_1823	Fungi	Ascomycota	?	?	?	?	?
OTU_1824	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	Ascomycota sp
OTU_1825	Fungi	?	?	?	?	?	?
OTU_1826	Fungi	Ascomycota	Sordariomycetes	Incertae sedis	Glomerellaceae	Glomerella	Glomerella cingulata
OTU_1827	Fungi	Ascomycota	Leotiomycetes	Incertae sedis	?	?	?
OTU_1828	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	?
OTU_1830	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora	Podospora sp SS_1396
OTU_1831	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	?	?
OTU_1833	Fungi	Basidiomycota	Tremellomycetes	unidentified	unidentified	unidentified	Tremellomycetes sp
OTU_1835	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	unidentified	?
OTU_1836	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Venturiaceae	Veronaeopsis	Veronaeopsis simplex
OTU_1837	Fungi	Ascomycota	Incertae sedis	Incertae sedis	Incertae sedis	?	?
OTU_1838	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Meyerozyma	Meyerozyma guilliermondii
OTU_1839	Fungi	Ascomycota	?	?	?	?	?
OTU_1840	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Incertae sedis	Strelitziana	Strelitziana africana
OTU_1841	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Togniniaceae	?	?
OTU_1842	Fungi	Ascomycota	Eurotiomycetes	?	?	?	?
OTU_1844	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Edenia	?
OTU_1846	Fungi	?	?	?	?	?	?
OTU_1847	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	Ganoderma	Ganoderma sp 10 RJ_2014
OTU_1848	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Arthrobotrys	Arthrobotrys musiformis
OTU_1849	Fungi	Chytridiomycota	?	?	?	?	?
OTU_1850	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Aplosporellaceae	Aplosporella	?
OTU_1851	Fungi	Ascomycota	?	?	?	?	?
OTU_1852	Fungi	Ascomycota	?	?	?	?	?
OTU_1854	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_1855	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	unidentified	Trichocomaceae sp
OTU_1856	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Penicillium	?
OTU_1858	Fungi	Ascomycota	?	?	?	?	?
OTU_1859	Fungi	Basidiomycota	Agaricomycetes	Agaricales	?	?	?
OTU_1860	Fungi	Ascomycota	?	?	?	?	?
OTU_1861	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	unidentified	?
OTU_1862	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Neurospora	?
OTU_1863	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Hypoxylon	?
OTU_1864	Fungi	Glomeromycota	?	?	?	?	?
OTU_1865	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Calonectria	?
OTU_1866	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium pinghaense
OTU_1868	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	?	?
OTU_1869	Fungi	?	?	?	?	?	?
OTU_1870	Fungi	Ascomycota	?	?	?	?	?
OTU_1871	Fungi	Ascomycota	?	?	?	?	?
OTU_1872	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Penicillium	Penicillium sp
OTU_1873	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_1874	Fungi	Zygomycota	Incertae sedis	?	?	?	?
OTU_1875	Fungi	Ascomycota	Incertae sedis	?	?	?	?
OTU_1876	Fungi	?	?	?	?	?	?
OTU_1877	Fungi	Ascomycota	Eurotiomycetes	?	?	?	?
OTU_1879	Fungi	Ascomycota	?	?	?	?	?
OTU_1880	Fungi	Ascomycota	?	?	?	?	?
OTU_1883	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unidentified	Glomeraceae sp
OTU_1885	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	Ascomycota sp
OTU_1887	Fungi	Chytridiomycota	?	?	?	?	?
OTU_1888	Fungi	Basidiomycota	?	?	?	?	?
OTU_1889	Fungi	Ascomycota	?	?	?	?	?
OTU_1890	Fungi	Ascomycota	?	?	?	?	?
OTU_1891	Fungi	Basidiomycota	?	?	?	?	?
OTU_1892	Fungi	Ascomycota	?	?	?	?	?
OTU_1893	Fungi	Glomeromycota	Glomeromycetes	Glomerales	?	?	?
OTU_1894	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Dothiorella	Dothiorella dulcispinae
OTU_1895	Fungi	unidentified	unidentified	unidentified	?	?	?
OTU_1897	Fungi	Ascomycota	Leotiomycetes	Helotiales	?	?	?
OTU_1898	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_1899	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Lasiodiplodia	Lasiodiplodia crassispora
OTU_1900	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	?	?
OTU_1901	Fungi	Zygomycota	Incertae sedis	?	?	?	?
OTU_1902	Fungi	Glomeromycota	?	?	?	?	?
OTU_1903	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	unidentified	unidentified	?
OTU_1904	Fungi	Ascomycota	?	?	?	?	?
OTU_1905	Fungi	Ascomycota	?	?	?	?	?
OTU_1907	Fungi	Chytridiomycota	?	?	?	?	?
OTU_1908	Fungi	Ascomycota	?	?	?	?	?
OTU_1909	Fungi	Ascomycota	?	?	?	?	?
OTU_1910	Fungi	Ascomycota	Eurotiomycetes	?	?	?	?
OTU_1911	Fungi	Glomeromycota	Glomeromycetes	?	?	?	?
OTU_1912	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_1913	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	?
OTU_1915	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Hypoxylon	Hypoxylon sp SUT066
OTU_1916	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Xylaria	?
OTU_1917	Fungi	Ascomycota	Eurotiomycetes	?	?	?	?
OTU_1918	Fungi	Basidiomycota	?	?	?	?	?
OTU_1919	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unidentified	Glomeraceae sp
OTU_1920	Fungi	Glomeromycota	Glomeromycetes	Glomerales	?	?	?
OTU_1921	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_1922	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_1923	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	?	?
OTU_1925	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Tubeufiaceae	?	?
OTU_1926	Fungi	Ascomycota	Sordariomycetes	Xylariales	Incertae sedis	Dinemasporium	?
OTU_1927	Fungi	?	?	?	?	?	?
OTU_1928	Fungi	Ascomycota	Eurotiomycetes	?	?	?	?
OTU_1929	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Xylaria	Xylaria acuminatilongissima
OTU_1930	Fungi	?	?	?	?	?	?
OTU_1931	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Trichosporon	Trichosporon montevideense
OTU_1932	Fungi	Ascomycota	?	?	?	?	?
OTU_1933	Fungi	Ascomycota	?	?	?	?	?
OTU_1934	Fungi	Ascomycota	?	?	?	?	?
OTU_1935	Fungi	Ascomycota	Incertae sedis	Incertae sedis	?	?	?
OTU_1936	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Dothistroma	Dothistroma pini
OTU_1938	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	?	?	?
OTU_1939	Fungi	Ascomycota	Eurotiomycetes	?	?	?	?
OTU_1940	Fungi	Basidiomycota	Agaricomycetes	?	?	?	?
OTU_1941	Fungi	Ascomycota	Sordariomycetes	Xylariales	unidentified	?	?
OTU_1942	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella brunneocystidia
OTU_1943	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_1944	Fungi	?	?	?	?	?	?
OTU_1945	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Incertae sedis	?	?
OTU_1946	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_1947	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	?	?
OTU_1948	Fungi	Ascomycota	Eurotiomycetes	?	?	?	?
OTU_1949	Fungi	Ascomycota	unidentified	?	?	?	?
OTU_1950	Fungi	Glomeromycota	?	?	?	?	?
OTU_1951	Fungi	Glomeromycota	?	?	?	?	?
OTU_1952	Fungi	Ascomycota	Leotiomycetes	Helotiales	Incertae sedis	Scytalidium	Scytalidium sp
OTU_1953	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_1954	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinales Group B	?	?
OTU_1955	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Incertae sedis	?	?
OTU_1957	Fungi	Glomeromycota	Glomeromycetes	Glomerales	?	?	?
OTU_1958	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_1960	Fungi	Basidiomycota	Agaricomycetes	Geastrales	?	?	?
OTU_1962	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	?	?
OTU_1964	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	unidentified	Trichocomaceae sp
OTU_1965	Fungi	Ascomycota	?	?	?	?	?
OTU_1966	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	?	?
OTU_1967	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe sp
OTU_1968	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	unidentified	Pleosporaceae sp
OTU_1969	Fungi	Chytridiomycota	?	?	?	?	?
OTU_1970	Fungi	Ascomycota	?	?	?	?	?
